EmployeeID,Date,CheckInTime,CheckOutTime
1,2024-04-07,16:41:13,15:48:52
1,2024-04-08,17:16:37,07:01:27
1,2024-04-09,11:17:19,00:45:28
1,2024-04-10,13:22:56,19:48:15
1,2024-04-11,18:44:48,14:31:12
1,2024-04-12,23:42:34,20:37:02
1,2024-04-13,14:23:42,00:50:40
1,2024-04-14,23:03:44,00:16:44
1,2024-04-15,07:14:06,20:34:55
1,2024-04-16,06:45:42,09:45:29
1,2024-04-17,00:51:22,10:27:02
1,2024-04-18,09:02:13,09:47:06
1,2024-04-19,07:01:13,18:02:57
1,2024-04-20,19:41:26,15:28:22
1,2024-04-21,17:54:20,22:00:06
1,2024-04-22,12:52:18,20:28:18
1,2024-04-23,20:37:54,08:00:50
1,2024-04-24,14:10:58,08:58:50
1,2024-04-25,15:02:56,19:00:12
1,2024-04-26,07:47:14,09:46:48
1,2024-04-27,19:42:22,17:27:09
1,2024-04-28,01:57:44,21:58:10
1,2024-04-29,13:23:50,04:03:51
1,2024-04-30,23:37:25,20:14:46
1,2024-05-01,02:35:05,11:03:05
1,2024-05-02,10:00:13,20:21:23
1,2024-05-03,09:32:58,07:42:45
1,2024-05-04,11:41:41,13:54:55
1,2024-05-05,13:41:30,04:43:49
1,2024-05-06,12:19:47,20:30:27
1,2024-05-07,15:08:44,22:34:15
1,2024-05-08,01:01:21,16:55:06
1,2024-05-09,20:19:38,13:28:25
1,2024-05-10,05:06:39,22:11:26
1,2024-05-11,18:49:14,06:58:36
1,2024-05-12,12:42:36,23:25:16
1,2024-05-13,12:55:28,12:59:29
1,2024-05-14,15:10:32,00:33:31
1,2024-05-15,15:13:44,16:27:02
1,2024-05-16,02:27:19,08:01:44
1,2024-05-17,22:30:54,13:24:26
1,2024-05-18,03:21:57,23:19:02
1,2024-05-19,15:54:19,23:26:08
1,2024-05-20,13:36:32,07:29:47
1,2024-05-21,10:51:15,23:37:21
1,2024-05-22,05:09:00,10:06:45
1,2024-05-23,18:34:47,17:44:28
1,2024-05-24,02:25:59,03:26:26
1,2024-05-25,15:45:49,19:18:46
1,2024-05-26,20:30:36,21:03:23
1,2024-05-27,13:32:51,11:23:21
1,2024-05-28,20:36:31,02:44:21
1,2024-05-29,08:43:27,13:29:52
1,2024-05-30,18:02:29,02:05:39
1,2024-05-31,05:34:08,09:51:22
1,2024-06-01,18:52:48,16:00:20
1,2024-06-02,13:24:47,06:30:21
1,2024-06-03,05:25:42,19:20:17
1,2024-06-04,18:32:47,11:46:42
1,2024-06-05,23:31:16,12:25:21
1,2024-06-06,10:11:10,23:10:43
1,2024-06-07,11:08:37,18:19:40
1,2024-06-08,12:12:22,03:22:17
1,2024-06-09,17:14:50,08:20:04
1,2024-06-10,10:47:42,00:26:48
1,2024-06-11,06:45:30,05:09:19
1,2024-06-12,05:02:16,08:52:02
1,2024-06-13,17:42:30,04:17:09
1,2024-06-14,03:11:59,01:18:07
1,2024-06-15,10:42:08,23:18:53
1,2024-06-16,00:16:15,09:34:39
1,2024-06-17,07:40:48,14:43:05
1,2024-06-18,03:27:39,05:22:14
1,2024-06-19,14:01:02,16:10:47
1,2024-06-20,19:56:32,18:05:08
1,2024-06-21,20:11:21,08:44:50
1,2024-06-22,13:42:45,15:58:14
1,2024-06-23,10:38:50,07:41:57
1,2024-06-24,04:21:16,07:06:42
1,2024-06-25,15:11:46,05:11:11
1,2024-06-26,16:15:02,10:47:37
1,2024-06-27,13:10:05,21:20:14
1,2024-06-28,22:38:47,13:35:40
1,2024-06-29,18:00:52,22:07:34
1,2024-06-30,21:58:20,07:52:25
1,2024-07-01,23:52:55,06:58:44
1,2024-07-02,02:32:27,13:50:31
1,2024-07-03,18:46:10,03:55:49
1,2024-07-04,09:26:47,08:53:54
1,2024-07-05,11:08:54,00:28:35
1,2024-07-06,05:28:29,22:32:41
1,2024-07-07,04:05:55,04:27:07
1,2024-07-08,05:44:02,05:41:11
1,2024-07-09,06:03:54,08:11:17
1,2024-07-10,06:15:50,20:56:42
1,2024-07-11,01:59:38,18:41:07
1,2024-07-12,10:18:48,15:52:11
1,2024-07-13,14:43:44,07:11:13
1,2024-07-14,16:04:58,23:31:03
1,2024-07-15,03:15:10,17:05:34
1,2024-07-16,17:01:01,11:38:26
1,2024-07-17,14:35:46,15:34:47
1,2024-07-18,22:49:00,07:11:02
1,2024-07-19,23:08:40,19:48:23
1,2024-07-20,12:31:29,04:45:22
1,2024-07-21,08:00:42,17:35:21
1,2024-07-22,15:57:04,11:11:05
1,2024-07-23,21:47:31,08:28:17
1,2024-07-24,03:39:54,11:51:28
1,2024-07-25,03:28:16,02:20:26
1,2024-07-26,18:51:42,15:55:24
1,2024-07-27,11:25:01,07:08:31
1,2024-07-28,12:09:59,17:02:17
1,2024-07-29,10:20:02,05:27:57
1,2024-07-30,09:51:56,19:38:00
1,2024-07-31,09:32:36,03:19:33
1,2024-08-01,14:04:56,15:12:18
1,2024-08-02,01:18:06,13:42:38
1,2024-08-03,09:54:57,01:44:01
1,2024-08-04,00:02:50,13:54:19
1,2024-08-05,15:04:46,08:28:04
1,2024-08-06,21:56:02,10:37:35
1,2024-08-07,14:12:14,14:53:02
1,2024-08-08,04:12:49,13:54:58
1,2024-08-09,21:08:59,21:15:45
1,2024-08-10,09:05:10,07:54:11
2,2024-08-11,22:11:58,06:35:14
2,2024-08-12,18:18:28,01:38:20
2,2024-08-13,20:55:52,13:55:25
2,2024-08-14,19:07:23,16:47:09
2,2024-08-15,05:56:05,07:30:17
2,2024-08-16,01:37:01,10:10:34
2,2024-08-17,00:13:33,16:47:00
2,2024-08-18,13:08:38,01:39:27
2,2024-08-19,11:09:21,03:00:10
2,2024-08-20,07:03:18,05:12:17
2,2024-08-21,16:35:31,08:42:41
2,2024-08-22,10:15:40,21:38:34
2,2024-08-23,01:21:55,10:25:17
2,2024-08-24,15:54:48,09:33:39
2,2024-08-25,00:08:43,10:17:37
2,2024-08-26,18:56:29,17:16:44
2,2024-08-27,10:47:29,17:50:39
2,2024-08-28,13:29:58,16:14:05
2,2024-08-29,02:36:15,04:57:23
2,2024-08-30,07:52:06,17:15:51
2,2024-08-31,11:05:23,11:58:38
2,2024-09-01,11:52:38,12:13:06
2,2024-09-02,05:51:39,13:18:20
2,2024-09-03,13:09:04,07:56:00
2,2024-09-04,03:05:51,08:24:33
2,2024-09-05,08:47:05,16:56:01
2,2024-09-06,16:35:19,13:18:04
2,2024-09-07,17:14:01,06:53:10
2,2024-09-08,13:05:19,07:20:35
2,2024-09-09,07:06:50,03:15:36
2,2024-09-10,08:59:05,03:39:49
2,2024-09-11,00:17:07,01:09:22
2,2024-09-12,03:05:29,19:03:24
2,2024-09-13,09:27:56,01:41:14
2,2024-09-14,15:25:42,22:59:14
2,2024-09-15,23:57:04,19:16:16
2,2024-09-16,13:57:10,10:53:47
2,2024-09-17,04:22:56,06:21:40
2,2024-09-18,02:30:35,05:10:55
2,2024-09-19,00:14:21,07:08:29
2,2024-09-20,23:15:15,23:03:42
2,2024-09-21,21:08:56,03:49:09
2,2024-09-22,08:05:02,06:26:39
2,2024-09-23,18:12:21,06:07:31
2,2024-09-24,22:35:52,22:23:09
2,2024-09-25,10:38:10,11:48:34
2,2024-09-26,19:23:54,20:45:31
2,2024-09-27,08:14:11,06:53:45
2,2024-09-28,08:21:02,08:30:53
2,2024-09-29,16:13:55,04:05:06
2,2024-09-30,11:55:08,15:44:57
2,2024-10-01,10:01:43,19:34:03
2,2024-10-02,09:52:31,21:46:07
2,2024-10-03,13:52:13,00:02:55
2,2024-10-04,11:50:24,18:50:27
2,2024-10-05,19:28:15,14:06:57
2,2024-10-06,20:11:00,22:54:09
2,2024-10-07,04:30:07,16:28:33
2,2024-10-08,13:09:01,04:46:57
2,2024-10-09,17:30:26,02:41:11
2,2024-10-10,18:56:49,00:34:35
2,2024-10-11,19:41:27,15:17:49
2,2024-10-12,15:19:18,11:15:35
2,2024-10-13,02:05:18,02:22:55
2,2024-10-14,07:21:53,01:39:34
2,2024-10-15,11:09:16,03:23:11
2,2024-10-16,03:23:02,18:32:29
2,2024-10-17,21:28:03,10:44:36
2,2024-10-18,06:03:43,18:22:30
2,2024-10-19,08:32:05,09:21:12
2,2024-10-20,12:21:27,12:50:23
2,2024-10-21,14:46:58,04:13:35
2,2024-10-22,02:46:43,04:09:33
2,2024-10-23,19:05:55,04:06:24
2,2024-10-24,08:28:02,02:11:38
2,2024-10-25,16:43:43,17:22:33
2,2024-10-26,14:30:21,10:52:18
2,2024-10-27,01:28:09,05:29:49
2,2024-10-28,13:36:50,16:26:01
2,2024-10-29,01:25:47,15:11:17
2,2024-10-30,06:56:32,17:52:17
2,2024-10-31,05:47:36,15:15:21
2,2024-11-01,01:34:22,22:48:56
2,2024-11-02,05:21:43,00:34:09
2,2024-11-03,17:06:46,22:25:58
2,2024-11-04,00:01:55,00:01:53
2,2024-11-05,02:47:26,09:07:43
2,2024-11-06,20:14:59,00:26:38
2,2024-11-07,14:51:18,19:45:04
2,2024-11-08,20:14:16,23:57:55
2,2024-11-09,04:18:48,01:54:09
2,2024-11-10,08:59:50,04:15:44
2,2024-11-11,00:31:03,09:14:17
2,2024-11-12,11:02:10,12:52:17
2,2024-11-13,07:04:37,08:14:00
2,2024-11-14,08:48:32,06:00:12
2,2024-11-15,16:20:36,19:51:23
2,2024-11-16,11:48:51,07:51:14
2,2024-11-17,23:21:17,00:18:28
2,2024-11-18,10:30:30,18:31:22
2,2024-11-19,12:02:26,01:27:12
2,2024-11-20,11:24:41,01:41:03
2,2024-11-21,04:10:30,02:06:24
2,2024-11-22,13:37:18,16:01:54
2,2024-11-23,10:06:37,02:59:21
2,2024-11-24,19:12:20,00:03:29
2,2024-11-25,12:14:31,17:19:28
2,2024-11-26,05:27:45,13:59:24
2,2024-11-27,22:00:47,17:55:50
2,2024-11-28,20:40:17,15:55:58
2,2024-11-29,15:04:48,20:33:56
2,2024-11-30,21:50:06,21:14:00
2,2024-12-01,05:02:23,10:25:50
2,2024-12-02,00:42:40,01:17:26
2,2024-12-03,09:53:45,10:31:43
2,2024-12-04,07:34:45,15:36:01
2,2024-12-05,09:39:09,05:52:49
2,2024-12-06,17:33:48,18:55:27
2,2024-12-07,14:27:14,10:10:16
2,2024-12-08,12:37:39,06:30:24
2,2024-12-09,15:50:47,20:03:09
2,2024-12-10,02:54:39,21:24:43
2,2024-12-11,13:30:42,17:48:11
2,2024-12-12,01:03:59,10:55:21
2,2024-12-13,23:27:03,09:57:04
2,2024-12-14,11:33:07,17:06:55
2,2024-12-15,20:22:55,21:53:42
2,2024-12-16,14:29:19,11:13:37
2,2024-12-17,05:48:40,01:13:13
2,2024-12-18,04:50:56,02:27:58
2,2024-12-19,19:12:55,07:26:35
2,2024-12-20,04:28:46,12:49:28
2,2024-12-21,03:45:03,09:23:02
2,2024-12-22,02:09:24,11:15:20
2,2024-12-23,09:01:48,04:22:33
2,2024-12-24,08:24:56,06:23:44
2,2024-12-25,14:18:56,13:23:45
2,2024-12-26,11:07:52,22:56:41
2,2024-12-27,15:04:49,19:42:05
2,2024-12-28,12:07:10,19:15:54
2,2024-12-29,16:44:23,06:33:51
2,2024-12-30,20:50:23,04:31:56
2,2024-12-31,12:24:05,04:06:30
2,2025-01-01,21:49:53,07:23:09
2,2025-01-02,19:55:10,16:50:07
2,2025-01-03,08:13:04,11:28:37
2,2025-01-04,22:40:50,09:12:25
2,2025-01-05,05:46:42,11:16:44
2,2025-01-06,08:03:03,22:17:18
2,2025-01-07,21:34:31,20:41:37
2,2025-01-08,22:38:56,22:45:34
2,2025-01-09,13:22:45,03:48:31
2,2025-01-10,00:08:27,14:06:04
2,2025-01-11,18:58:42,19:37:01
2,2025-01-12,16:08:10,07:59:59
2,2025-01-13,18:35:15,21:25:58
2,2025-01-14,10:06:45,05:57:01
2,2025-01-15,16:35:28,17:54:14
2,2025-01-16,21:44:12,21:29:32
2,2025-01-17,08:37:06,16:55:51
2,2025-01-18,08:41:30,01:58:57
2,2025-01-19,23:37:06,09:58:50
2,2025-01-20,04:13:07,22:05:01
2,2025-01-21,01:58:09,22:51:01
2,2025-01-22,09:38:38,07:21:23
2,2025-01-23,14:00:23,20:22:12
2,2025-01-24,17:00:07,17:17:21
2,2025-01-25,06:52:43,23:10:23
2,2025-01-26,18:01:40,15:22:21
2,2025-01-27,13:49:45,00:09:33
2,2025-01-28,02:23:42,10:41:58
2,2025-01-29,13:35:34,14:30:07
2,2025-01-30,02:34:34,15:18:26
2,2025-01-31,17:57:36,18:56:57
2,2025-02-01,02:29:34,10:39:45
2,2025-02-02,16:48:00,22:03:19
2,2025-02-03,09:52:44,12:03:19
2,2025-02-04,17:11:52,07:34:44
2,2025-02-05,20:06:58,01:10:16
2,2025-02-06,05:45:48,20:11:36
2,2025-02-07,10:38:55,22:43:53
2,2025-02-08,08:29:59,03:04:09
2,2025-02-09,08:27:32,14:20:16
2,2025-02-10,11:33:19,10:26:01
2,2025-02-11,10:11:23,02:28:18
2,2025-02-12,17:02:03,05:13:22
2,2025-02-13,22:35:50,04:13:45
2,2025-02-14,06:32:30,19:43:58
2,2025-02-15,17:18:19,06:56:39
2,2025-02-16,04:37:51,09:10:06
2,2025-02-17,06:18:18,12:52:49
2,2025-02-18,14:54:51,16:06:58
2,2025-02-19,16:35:45,03:00:39
2,2025-02-20,23:43:55,15:23:27
2,2025-02-21,15:01:47,04:54:32
2,2025-02-22,10:55:49,13:58:00
2,2025-02-23,20:02:34,05:08:01
2,2025-02-24,14:32:26,19:38:01
2,2025-02-25,04:11:40,17:29:18
2,2025-02-26,04:48:09,02:53:34
2,2025-02-27,05:49:19,01:48:31
2,2025-02-28,16:24:05,04:33:27
2,2025-03-01,19:43:40,13:54:35
2,2025-03-02,10:59:22,08:08:21
2,2025-03-03,01:26:01,14:23:28
2,2025-03-04,04:50:59,18:57:30
2,2025-03-05,20:43:22,07:48:51
2,2025-03-06,07:38:12,20:28:28
2,2025-03-07,14:10:47,01:05:50
2,2025-03-08,07:17:49,05:18:09
2,2025-03-09,23:19:42,07:09:04
2,2025-03-10,03:08:32,10:49:50
2,2025-03-11,15:10:43,03:37:33
2,2025-03-12,01:48:46,12:57:35
2,2025-03-13,16:45:20,16:54:50
2,2025-03-14,23:14:56,13:22:09
2,2025-03-15,10:08:36,16:36:07
2,2025-03-16,11:34:23,22:13:43
2,2025-03-17,04:27:14,16:03:00
2,2025-03-18,23:44:21,21:52:47
2,2025-03-19,04:37:15,20:47:40
3,2025-03-20,18:50:29,15:22:46
3,2025-03-21,07:00:19,15:31:07
3,2025-03-22,16:18:14,02:58:21
3,2025-03-23,16:21:26,01:15:24
3,2025-03-24,17:04:41,21:52:49
3,2025-03-25,03:48:37,14:12:20
3,2025-03-26,17:22:26,04:48:28
3,2025-03-27,01:12:34,08:35:07
3,2025-03-28,21:18:39,03:55:13
3,2025-03-29,21:23:19,00:53:15
3,2025-03-30,13:47:31,19:58:44
3,2025-03-31,15:48:39,13:22:34
3,2025-04-01,06:57:59,13:10:31
3,2025-04-02,12:42:18,16:51:50
3,2025-04-03,06:48:06,00:57:15
3,2025-04-04,10:07:06,09:00:42
3,2025-04-05,23:29:08,03:56:18
3,2025-04-06,06:11:08,15:57:43
3,2025-04-07,09:45:53,11:08:54
3,2025-04-08,14:45:15,12:41:15
3,2025-04-09,08:58:01,04:55:02
3,2025-04-10,11:01:08,12:12:53
3,2025-04-11,01:08:37,16:23:11
3,2025-04-12,10:36:36,12:54:26
3,2025-04-13,13:07:53,15:14:01
3,2025-04-14,21:00:45,02:09:49
3,2025-04-15,21:22:26,02:01:27
3,2025-04-16,09:35:22,16:07:37
3,2025-04-17,22:37:39,17:00:59
3,2025-04-18,20:12:07,09:50:24
3,2025-04-19,04:00:03,07:13:36
3,2025-04-20,21:18:10,01:15:49
3,2025-04-21,06:44:20,11:59:39
3,2025-04-22,13:08:12,14:26:38
3,2025-04-23,22:55:22,23:55:55
3,2025-04-24,04:45:26,02:02:07
3,2025-04-25,14:48:40,04:34:48
3,2025-04-26,12:30:04,20:17:22
3,2025-04-27,10:06:50,06:31:24
3,2025-04-28,17:42:12,21:02:48
3,2025-04-29,06:18:51,21:00:06
3,2025-04-30,12:37:08,16:41:10
3,2025-05-01,17:56:01,19:31:35
3,2025-05-02,21:55:47,07:22:58
3,2025-05-03,02:36:53,23:07:19
3,2025-05-04,07:55:19,04:39:54
3,2025-05-05,00:54:57,15:20:42
3,2025-05-06,11:34:10,03:36:20
3,2025-05-07,13:31:39,17:57:06
3,2025-05-08,16:40:27,15:15:47
3,2025-05-09,23:26:00,02:50:33
3,2025-05-10,15:40:51,03:39:11
3,2025-05-11,21:18:29,16:17:24
3,2025-05-12,16:40:34,19:04:19
3,2025-05-13,08:18:51,13:36:55
3,2025-05-14,20:54:03,16:51:04
3,2025-05-15,23:44:39,11:49:18
3,2025-05-16,13:31:26,02:59:20
3,2025-05-17,23:00:33,12:56:23
3,2025-05-18,05:41:24,11:34:35
3,2025-05-19,02:32:54,13:55:24
3,2025-05-20,23:35:28,15:38:21
3,2025-05-21,06:09:50,17:25:18
3,2025-05-22,15:09:46,09:32:16
3,2025-05-23,01:10:00,06:01:16
3,2025-05-24,14:53:06,20:37:45
3,2025-05-25,15:41:13,02:35:15
3,2025-05-26,06:39:58,07:44:35
3,2025-05-27,13:03:51,06:59:15
3,2025-05-28,07:30:56,11:21:15
3,2025-05-29,21:50:28,11:32:19
3,2025-05-30,14:52:36,14:49:22
3,2025-05-31,20:40:42,12:54:24
3,2025-06-01,14:34:44,12:48:09
3,2025-06-02,18:49:07,16:58:17
3,2025-06-03,19:56:54,21:04:29
3,2025-06-04,20:16:13,05:39:26
3,2025-06-05,18:39:31,05:46:37
3,2025-06-06,18:16:34,17:37:35
3,2025-06-07,09:17:46,05:59:56
3,2025-06-08,23:29:45,17:11:34
3,2025-06-09,11:57:19,21:17:36
3,2025-06-10,01:41:05,01:39:15
3,2025-06-11,07:54:43,04:19:56
3,2025-06-12,19:23:30,02:48:49
3,2025-06-13,03:34:43,00:13:19
3,2025-06-14,02:04:45,18:12:44
3,2025-06-15,04:55:31,03:02:01
3,2025-06-16,18:46:37,11:41:58
3,2025-06-17,10:15:26,22:29:47
3,2025-06-18,19:32:12,08:52:03
3,2025-06-19,12:08:55,21:32:56
3,2025-06-20,08:40:25,21:02:20
3,2025-06-21,12:51:11,18:27:32
3,2025-06-22,13:19:01,10:55:20
3,2025-06-23,11:14:52,05:32:01
3,2025-06-24,18:22:41,19:10:05
3,2025-06-25,10:08:22,00:05:33
3,2025-06-26,05:23:16,13:10:14
3,2025-06-27,10:16:40,12:03:07
3,2025-06-28,20:32:50,13:38:25
3,2025-06-29,13:08:36,03:32:57
3,2025-06-30,01:37:39,18:11:04
3,2025-07-01,08:09:01,08:03:45
3,2025-07-02,17:04:51,12:09:02
3,2025-07-03,23:59:28,20:33:47
3,2025-07-04,07:27:28,03:15:54
3,2025-07-05,01:26:45,11:01:40
3,2025-07-06,18:20:31,22:42:21
3,2025-07-07,20:26:21,13:03:26
3,2025-07-08,20:03:13,10:20:04
3,2025-07-09,05:16:13,03:25:17
3,2025-07-10,22:42:11,09:41:42
3,2025-07-11,05:02:57,10:02:00
3,2025-07-12,05:34:05,16:12:44
3,2025-07-13,04:20:37,20:52:11
3,2025-07-14,06:22:30,19:03:49
3,2025-07-15,14:28:46,20:57:38
3,2025-07-16,22:43:45,11:25:12
3,2025-07-17,21:10:46,06:21:05
3,2025-07-18,01:59:13,03:30:40
3,2025-07-19,19:47:52,22:48:01
3,2025-07-20,19:36:17,09:29:29
3,2025-07-21,01:06:26,14:33:54
3,2025-07-22,14:30:25,09:16:45
3,2025-07-23,01:56:47,05:28:56
3,2025-07-24,12:59:13,07:38:34
3,2025-07-25,06:16:17,23:46:21
3,2025-07-26,06:29:09,07:11:54
3,2025-07-27,15:58:42,11:45:00
3,2025-07-28,01:51:58,09:12:24
3,2025-07-29,18:51:04,17:04:42
3,2025-07-30,09:46:11,06:52:36
3,2025-07-31,04:44:25,17:46:39
3,2025-08-01,18:57:29,09:06:55
3,2025-08-02,00:40:18,11:35:40
3,2025-08-03,19:00:55,05:21:40
3,2025-08-04,16:46:50,10:21:07
3,2025-08-05,17:19:30,09:03:10
3,2025-08-06,11:43:07,01:55:33
3,2025-08-07,14:53:35,19:59:19
3,2025-08-08,04:07:54,09:48:00
3,2025-08-09,21:22:00,04:24:42
3,2025-08-10,03:11:27,07:51:19
3,2025-08-11,10:36:43,05:28:29
3,2025-08-12,01:41:09,16:12:15
3,2025-08-13,07:54:58,16:52:18
3,2025-08-14,17:12:46,10:12:50
3,2025-08-15,22:52:26,11:49:57
3,2025-08-16,19:48:49,23:47:16
3,2025-08-17,11:23:24,16:37:14
3,2025-08-18,11:08:16,06:03:15
3,2025-08-19,13:24:05,02:33:44
3,2025-08-20,04:24:27,05:52:56
3,2025-08-21,06:07:49,07:28:33
3,2025-08-22,11:09:40,05:59:01
3,2025-08-23,01:16:48,03:56:32
3,2025-08-24,16:23:37,09:17:40
3,2025-08-25,21:51:20,08:24:20
3,2025-08-26,20:30:20,18:58:49
3,2025-08-27,04:59:09,15:37:52
3,2025-08-28,07:28:14,19:57:14
3,2025-08-29,00:44:56,07:30:42
3,2025-08-30,09:41:09,10:26:42
3,2025-08-31,20:07:36,09:50:54
3,2025-09-01,15:37:13,15:43:56
3,2025-09-02,05:08:10,21:58:37
3,2025-09-03,10:23:41,20:53:39
3,2025-09-04,05:28:55,06:00:43
3,2025-09-05,01:29:58,13:32:41
3,2025-09-06,02:24:49,12:49:12
3,2025-09-07,14:31:48,01:19:27
3,2025-09-08,19:55:42,08:06:04
3,2025-09-09,03:26:58,00:34:05
3,2025-09-10,04:53:39,16:29:02
3,2025-09-11,19:05:48,11:23:32
3,2025-09-12,20:03:44,12:33:31
3,2025-09-13,12:56:58,13:03:20
3,2025-09-14,00:38:18,00:34:39
3,2025-09-15,07:49:37,06:56:07
3,2025-09-16,22:23:47,00:28:28
3,2025-09-17,19:54:55,13:34:31
3,2025-09-18,05:11:30,10:44:34
3,2025-09-19,05:27:38,00:07:08
3,2025-09-20,04:08:28,00:05:02
3,2025-09-21,21:43:20,03:15:43
3,2025-09-22,08:18:58,13:08:58
3,2025-09-23,08:24:58,03:17:08
3,2025-09-24,20:17:49,22:25:44
3,2025-09-25,16:33:31,09:45:07
3,2025-09-26,03:39:16,15:45:06
3,2025-09-27,21:02:48,05:03:53
3,2025-09-28,18:32:52,00:15:36
3,2025-09-29,22:44:59,04:37:50
3,2025-09-30,04:01:12,04:12:21
3,2025-10-01,14:49:01,00:49:21
3,2025-10-02,03:59:34,21:19:14
3,2025-10-03,22:31:04,09:28:33
3,2025-10-04,03:35:50,01:30:44
3,2025-10-05,07:27:23,01:04:08
3,2025-10-06,02:50:26,09:35:09
3,2025-10-07,12:20:26,14:12:30
3,2025-10-08,00:39:32,08:43:56
3,2025-10-09,02:51:14,01:32:54
3,2025-10-10,21:40:52,18:28:16
3,2025-10-11,21:31:37,12:04:17
3,2025-10-12,20:14:54,21:35:29
3,2025-10-13,07:28:56,00:13:22
3,2025-10-14,02:56:05,21:01:23
3,2025-10-15,11:00:04,05:42:09
3,2025-10-16,06:51:54,22:28:28
3,2025-10-17,03:14:09,22:52:42
3,2025-10-18,07:11:50,09:35:32
3,2025-10-19,21:05:13,02:17:08
3,2025-10-20,05:59:53,12:42:11
3,2025-10-21,16:45:40,04:46:30
3,2025-10-22,14:55:45,03:45:59
4,2025-10-23,14:29:42,05:26:07
4,2025-10-24,21:49:29,02:47:45
4,2025-10-25,23:58:12,16:24:43
4,2025-10-26,04:25:57,14:48:19
4,2025-10-27,11:51:37,00:38:28
4,2025-10-28,21:25:34,06:22:18
4,2025-10-29,15:31:44,15:01:43
4,2025-10-30,15:06:43,00:18:47
4,2025-10-31,13:32:39,05:14:13
4,2025-11-01,13:02:57,01:21:06
4,2025-11-02,09:42:14,05:13:20
4,2025-11-03,07:49:54,08:29:28
4,2025-11-04,07:46:29,21:54:54
4,2025-11-05,19:05:00,00:13:08
4,2025-11-06,20:21:32,19:00:40
4,2025-11-07,10:20:23,08:36:19
4,2025-11-08,14:37:16,23:16:04
4,2025-11-09,16:25:03,21:07:29
